R,L,V_in,V_R,V_L
467.34693877551024,0.007428571428571429,3.25,3.2500000000000004,4.440892098500626e-16
467.34693877551024,0.007612244897959184,3.25,3.2500000000000004,4.440892098500626e-16
467.34693877551024,0.007795918367346939,3.25,3.2500000000000004,4.440892098500626e-16
467.34693877551024,0.007979591836734695,3.25,3.2500000000000004,4.440892098500626e-16
467.34693877551024,0.00816326530612245,3.25,3.2500000000000004,4.440892098500626e-16
467.34693877551024,0.008346938775510205,3.25,3.2500000000000004,4.440892098500626e-16
467.34693877551024,0.00853061224489796,3.25,3.2500000000000004,4.440892098500626e-16
467.34693877551024,0.008714285714285716,3.25,3.2500000000000004,4.440892098500626e-16
467.34693877551024,0.00889795918367347,3.25,3.2500000000000004,4.440892098500626e-16
467.34693877551024,0.009081632653061226,3.25,3.2500000000000004,4.440892098500626e-16
467.34693877551024,0.009265306122448979,3.25,3.2500000000000004,4.440892098500626e-16
467.34693877551024,0.009448979591836736,3.25,3.2500000000000004,4.440892098500626e-16
467.34693877551024,0.009632653061224492,3.25,3.2500000000000004,4.440892098500626e-16
467.34693877551024,0.009816326530612245,3.25,3.2500000000000004,4.440892098500626e-16
467.34693877551024,0.01,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.001,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.0011836734693877551,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.0013673469387755102,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.0015510204081632655,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.0017346938775510204,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.0019183673469387757,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.002102040816326531,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.002285714285714286,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.0024693877551020408,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.002653061224489796,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.0028367346938775514,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.0030204081632653063,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.0032040816326530616,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.0033877551020408164,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.0035714285714285718,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.0037551020408163266,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.003938775510204082,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.004122448979591837,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.004306122448979592,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.004489795918367347,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.004673469387755102,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.004857142857142858,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.0050408163265306125,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.005224489795918367,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.005408163265306123,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.005591836734693878,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.005775510204081633,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.005959183673469389,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.0061428571428571435,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.006326530612244898,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.006510204081632653,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.006693877551020409,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.006877551020408164,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.007061224489795919,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.0072448979591836745,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.007428571428571429,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.007612244897959184,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.007795918367346939,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.007979591836734695,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.00816326530612245,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.008346938775510205,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.00853061224489796,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.008714285714285716,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.00889795918367347,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.009081632653061226,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.009265306122448979,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.009448979591836736,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.009632653061224492,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.009816326530612245,3.25,3.2500000000000004,4.440892098500626e-16
485.7142857142858,0.01,3.25,3.2500000000000004,4.440892098500626e-16
504.08163265306126,0.001,3.25,3.25,0.0
504.08163265306126,0.0011836734693877551,3.25,3.25,0.0
504.08163265306126,0.0013673469387755102,3.25,3.25,0.0
504.08163265306126,0.0015510204081632655,3.25,3.25,0.0
504.08163265306126,0.0017346938775510204,3.25,3.25,0.0
504.08163265306126,0.0019183673469387757,3.25,3.25,0.0
504.08163265306126,0.002102040816326531,3.25,3.25,0.0
504.08163265306126,0.002285714285714286,3.25,3.25,0.0
504.08163265306126,0.0024693877551020408,3.25,3.25,0.0
504.08163265306126,0.002653061224489796,3.25,3.25,0.0
504.08163265306126,0.0028367346938775514,3.25,3.25,0.0
504.08163265306126,0.0030204081632653063,3.25,3.25,0.0
504.08163265306126,0.0032040816326530616,3.25,3.25,0.0
504.08163265306126,0.0033877551020408164,3.25,3.25,0.0
504.08163265306126,0.0035714285714285718,3.25,3.25,0.0
504.08163265306126,0.0037551020408163266,3.25,3.25,0.0
504.08163265306126,0.003938775510204082,3.25,3.25,0.0
504.08163265306126,0.004122448979591837,3.25,3.25,0.0
504.08163265306126,0.004306122448979592,3.25,3.25,0.0
504.08163265306126,0.004489795918367347,3.25,3.25,0.0
504.08163265306126,0.004673469387755102,3.25,3.25,0.0
504.08163265306126,0.004857142857142858,3.25,3.25,0.0
504.08163265306126,0.0050408163265306125,3.25,3.25,0.0
504.08163265306126,0.005224489795918367,3.25,3.25,0.0
504.08163265306126,0.005408163265306123,3.25,3.25,0.0
504.08163265306126,0.005591836734693878,3.25,3.25,0.0
504.08163265306126,0.005775510204081633,3.25,3.25,0.0
504.08163265306126,0.005959183673469389,3.25,3.25,0.0
504.08163265306126,0.0061428571428571435,3.25,3.25,0.0
504.08163265306126,0.006326530612244898,3.25,3.25,0.0
504.08163265306126,0.006510204081632653,3.25,3.25,0.0
504.08163265306126,0.006693877551020409,3.25,3.25,0.0
504.08163265306126,0.006877551020408164,3.25,3.25,0.0
504.08163265306126,0.007061224489795919,3.25,3.25,0.0
504.08163265306126,0.0072448979591836745,3.25,3.25,0.0
504.08163265306126,0.007428571428571429,3.25,3.25,0.0
504.08163265306126,0.007612244897959184,3.25,3.25,0.0
504.08163265306126,0.007795918367346939,3.25,3.25,0.0
504.08163265306126,0.007979591836734695,3.25,3.25,0.0
504.08163265306126,0.00816326530612245,3.25,3.25,0.0
504.08163265306126,0.008346938775510205,3.25,3.25,0.0
504.08163265306126,0.00853061224489796,3.25,3.25,0.0
504.08163265306126,0.008714285714285716,3.25,3.25,0.0
504.08163265306126,0.00889795918367347,3.25,3.25,0.0
504.08163265306126,0.009081632653061226,3.25,3.25,0.0
504.08163265306126,0.009265306122448979,3.25,3.25,0.0
504.08163265306126,0.009448979591836736,3.25,3.25,0.0
504.08163265306126,0.009632653061224492,3.25,3.25,0.0
504.08163265306126,0.009816326530612245,3.25,3.25,0.0
504.08163265306126,0.01,3.25,3.25,0.0
522.4489795918367,0.001,3.25,3.25,0.0
522.4489795918367,0.0011836734693877551,3.25,3.25,0.0
522.4489795918367,0.0013673469387755102,3.25,3.25,0.0
522.4489795918367,0.0015510204081632655,3.25,3.25,0.0
522.4489795918367,0.0017346938775510204,3.25,3.25,0.0
522.4489795918367,0.0019183673469387757,3.25,3.25,0.0
522.4489795918367,0.002102040816326531,3.25,3.25,0.0
522.4489795918367,0.002285714285714286,3.25,3.25,0.0
522.4489795918367,0.0024693877551020408,3.25,3.25,0.0
522.4489795918367,0.002653061224489796,3.25,3.25,0.0
522.4489795918367,0.0028367346938775514,3.25,3.25,0.0
522.4489795918367,0.0030204081632653063,3.25,3.25,0.0
522.4489795918367,0.0032040816326530616,3.25,3.25,0.0
522.4489795918367,0.0033877551020408164,3.25,3.25,0.0
522.4489795918367,0.0035714285714285718,3.25,3.25,0.0
522.4489795918367,0.0037551020408163266,3.25,3.25,0.0
522.4489795918367,0.003938775510204082,3.25,3.25,0.0
522.4489795918367,0.004122448979591837,3.25,3.25,0.0
522.4489795918367,0.004306122448979592,3.25,3.25,0.0
522.4489795918367,0.004489795918367347,3.25,3.25,0.0
522.4489795918367,0.004673469387755102,3.25,3.25,0.0
522.4489795918367,0.004857142857142858,3.25,3.25,0.0
522.4489795918367,0.0050408163265306125,3.25,3.25,0.0
522.4489795918367,0.005224489795918367,3.25,3.25,0.0
522.4489795918367,0.005408163265306123,3.25,3.25,0.0
522.4489795918367,0.005591836734693878,3.25,3.25,0.0
522.4489795918367,0.005775510204081633,3.25,3.25,0.0
522.4489795918367,0.005959183673469389,3.25,3.25,0.0
522.4489795918367,0.0061428571428571435,3.25,3.25,0.0
522.4489795918367,0.006326530612244898,3.25,3.25,0.0
522.4489795918367,0.006510204081632653,3.25,3.25,0.0
522.4489795918367,0.006693877551020409,3.25,3.25,0.0
522.4489795918367,0.006877551020408164,3.25,3.25,0.0
522.4489795918367,0.007061224489795919,3.25,3.25,0.0
522.4489795918367,0.0072448979591836745,3.25,3.25,0.0
522.4489795918367,0.007428571428571429,3.25,3.25,0.0
522.4489795918367,0.007612244897959184,3.25,3.25,0.0
522.4489795918367,0.007795918367346939,3.25,3.25,0.0
522.4489795918367,0.007979591836734695,3.25,3.25,0.0
522.4489795918367,0.00816326530612245,3.25,3.25,0.0
522.4489795918367,0.008346938775510205,3.25,3.25,0.0
522.4489795918367,0.00853061224489796,3.25,3.25,0.0
522.4489795918367,0.008714285714285716,3.25,3.25,0.0
522.4489795918367,0.00889795918367347,3.25,3.25,0.0
522.4489795918367,0.009081632653061226,3.25,3.25,0.0
522.4489795918367,0.009265306122448979,3.25,3.25,0.0
522.4489795918367,0.009448979591836736,3.25,3.25,0.0
522.4489795918367,0.009632653061224492,3.25,3.25,0.0
522.4489795918367,0.009816326530612245,3.25,3.25,0.0
522.4489795918367,0.01,3.25,3.25,0.0
540.8163265306123,0.001,3.25,3.25,0.0
540.8163265306123,0.0011836734693877551,3.25,3.25,0.0
540.8163265306123,0.0013673469387755102,3.25,3.25,0.0
540.8163265306123,0.0015510204081632655,3.25,3.25,0.0
540.8163265306123,0.0017346938775510204,3.25,3.25,0.0
540.8163265306123,0.0019183673469387757,3.25,3.25,0.0
540.8163265306123,0.002102040816326531,3.25,3.25,0.0
540.8163265306123,0.002285714285714286,3.25,3.25,0.0
540.8163265306123,0.0024693877551020408,3.25,3.25,0.0
540.8163265306123,0.002653061224489796,3.25,3.25,0.0
540.8163265306123,0.0028367346938775514,3.25,3.25,0.0
540.8163265306123,0.0030204081632653063,3.25,3.25,0.0
540.8163265306123,0.0032040816326530616,3.25,3.25,0.0
540.8163265306123,0.0033877551020408164,3.25,3.25,0.0
540.8163265306123,0.0035714285714285718,3.25,3.25,0.0
540.8163265306123,0.0037551020408163266,3.25,3.25,0.0
540.8163265306123,0.003938775510204082,3.25,3.25,0.0
540.8163265306123,0.004122448979591837,3.25,3.25,0.0
540.8163265306123,0.004306122448979592,3.25,3.25,0.0
540.8163265306123,0.004489795918367347,3.25,3.25,0.0
540.8163265306123,0.004673469387755102,3.25,3.25,0.0
540.8163265306123,0.004857142857142858,3.25,3.25,0.0
540.8163265306123,0.0050408163265306125,3.25,3.25,0.0
540.8163265306123,0.005224489795918367,3.25,3.25,0.0
540.8163265306123,0.005408163265306123,3.25,3.25,0.0
540.8163265306123,0.005591836734693878,3.25,3.25,0.0
540.8163265306123,0.005775510204081633,3.25,3.25,0.0
540.8163265306123,0.005959183673469389,3.25,3.25,0.0
540.8163265306123,0.0061428571428571435,3.25,3.25,0.0
540.8163265306123,0.006326530612244898,3.25,3.25,0.0
540.8163265306123,0.006510204081632653,3.25,3.25,0.0
540.8163265306123,0.006693877551020409,3.25,3.25,0.0
540.8163265306123,0.006877551020408164,3.25,3.25,0.0
540.8163265306123,0.007061224489795919,3.25,3.25,0.0
540.8163265306123,0.0072448979591836745,3.25,3.25,0.0
540.8163265306123,0.007428571428571429,3.25,3.25,0.0
540.8163265306123,0.007612244897959184,3.25,3.25,0.0
540.8163265306123,0.007795918367346939,3.25,3.25,0.0
540.8163265306123,0.007979591836734695,3.25,3.25,0.0
540.8163265306123,0.00816326530612245,3.25,3.25,0.0
540.8163265306123,0.008346938775510205,3.25,3.25,0.0
540.8163265306123,0.00853061224489796,3.25,3.25,0.0
540.8163265306123,0.008714285714285716,3.25,3.25,0.0
540.8163265306123,0.00889795918367347,3.25,3.25,0.0
540.8163265306123,0.009081632653061226,3.25,3.25,0.0
540.8163265306123,0.009265306122448979,3.25,3.25,0.0
540.8163265306123,0.009448979591836736,3.25,3.25,0.0
540.8163265306123,0.009632653061224492,3.25,3.25,0.0
540.8163265306123,0.009816326530612245,3.25,3.25,0.0
540.8163265306123,0.01,3.25,3.25,0.0
559.1836734693878,0.001,3.25,3.25,0.0
559.1836734693878,0.0011836734693877551,3.25,3.25,0.0
559.1836734693878,0.0013673469387755102,3.25,3.25,0.0
559.1836734693878,0.0015510204081632655,3.25,3.25,0.0
559.1836734693878,0.0017346938775510204,3.25,3.25,0.0
559.1836734693878,0.0019183673469387757,3.25,3.25,0.0
559.1836734693878,0.002102040816326531,3.25,3.25,0.0
559.1836734693878,0.002285714285714286,3.25,3.25,0.0
559.1836734693878,0.0024693877551020408,3.25,3.25,0.0
559.1836734693878,0.002653061224489796,3.25,3.25,0.0
559.1836734693878,0.0028367346938775514,3.25,3.25,0.0
559.1836734693878,0.0030204081632653063,3.25,3.25,0.0
559.1836734693878,0.0032040816326530616,3.25,3.25,0.0
559.1836734693878,0.0033877551020408164,3.25,3.25,0.0
559.1836734693878,0.0035714285714285718,3.25,3.25,0.0
559.1836734693878,0.0037551020408163266,3.25,3.25,0.0
559.1836734693878,0.003938775510204082,3.25,3.25,0.0
559.1836734693878,0.004122448979591837,3.25,3.25,0.0
559.1836734693878,0.004306122448979592,3.25,3.25,0.0
559.1836734693878,0.004489795918367347,3.25,3.25,0.0
559.1836734693878,0.004673469387755102,3.25,3.25,0.0
559.1836734693878,0.004857142857142858,3.25,3.25,0.0
559.1836734693878,0.0050408163265306125,3.25,3.25,0.0
559.1836734693878,0.005224489795918367,3.25,3.25,0.0
559.1836734693878,0.005408163265306123,3.25,3.25,0.0
559.1836734693878,0.005591836734693878,3.25,3.25,0.0
559.1836734693878,0.005775510204081633,3.25,3.25,0.0
559.1836734693878,0.005959183673469389,3.25,3.25,0.0
559.1836734693878,0.0061428571428571435,3.25,3.25,0.0
559.1836734693878,0.006326530612244898,3.25,3.25,0.0
559.1836734693878,0.006510204081632653,3.25,3.25,0.0
559.1836734693878,0.006693877551020409,3.25,3.25,0.0
559.1836734693878,0.006877551020408164,3.25,3.25,0.0
559.1836734693878,0.007061224489795919,3.25,3.25,0.0
559.1836734693878,0.0072448979591836745,3.25,3.25,0.0
559.1836734693878,0.007428571428571429,3.25,3.25,0.0
559.1836734693878,0.007612244897959184,3.25,3.25,0.0
559.1836734693878,0.007795918367346939,3.25,3.25,0.0
559.1836734693878,0.007979591836734695,3.25,3.25,0.0
559.1836734693878,0.00816326530612245,3.25,3.25,0.0
559.1836734693878,0.008346938775510205,3.25,3.25,0.0
559.1836734693878,0.00853061224489796,3.25,3.25,0.0
559.1836734693878,0.008714285714285716,3.25,3.25,0.0
559.1836734693878,0.00889795918367347,3.25,3.25,0.0
559.1836734693878,0.009081632653061226,3.25,3.25,0.0
559.1836734693878,0.009265306122448979,3.25,3.25,0.0
559.1836734693878,0.009448979591836736,3.25,3.25,0.0
559.1836734693878,0.009632653061224492,3.25,3.25,0.0
559.1836734693878,0.009816326530612245,3.25,3.25,0.0
559.1836734693878,0.01,3.25,3.25,0.0
577.5510204081634,0.001,3.25,3.25,0.0
577.5510204081634,0.0011836734693877551,3.25,3.25,0.0
577.5510204081634,0.0013673469387755102,3.25,3.25,0.0
577.5510204081634,0.0015510204081632655,3.25,3.25,0.0
577.5510204081634,0.0017346938775510204,3.25,3.25,0.0
577.5510204081634,0.0019183673469387757,3.25,3.25,0.0
577.5510204081634,0.002102040816326531,3.25,3.25,0.0
577.5510204081634,0.002285714285714286,3.25,3.25,0.0
577.5510204081634,0.0024693877551020408,3.25,3.25,0.0
577.5510204081634,0.002653061224489796,3.25,3.25,0.0
577.5510204081634,0.0028367346938775514,3.25,3.25,0.0
577.5510204081634,0.0030204081632653063,3.25,3.25,0.0
577.5510204081634,0.0032040816326530616,3.25,3.25,0.0
577.5510204081634,0.0033877551020408164,3.25,3.25,0.0
577.5510204081634,0.0035714285714285718,3.25,3.25,0.0
577.5510204081634,0.0037551020408163266,3.25,3.25,0.0
577.5510204081634,0.003938775510204082,3.25,3.25,0.0
577.5510204081634,0.004122448979591837,3.25,3.25,0.0
577.5510204081634,0.004306122448979592,3.25,3.25,0.0
577.5510204081634,0.004489795918367347,3.25,3.25,0.0
577.5510204081634,0.004673469387755102,3.25,3.25,0.0
577.5510204081634,0.004857142857142858,3.25,3.25,0.0
577.5510204081634,0.0050408163265306125,3.25,3.25,0.0
577.5510204081634,0.005224489795918367,3.25,3.25,0.0
577.5510204081634,0.005408163265306123,3.25,3.25,0.0
577.5510204081634,0.005591836734693878,3.25,3.25,0.0
577.5510204081634,0.005775510204081633,3.25,3.25,0.0
577.5510204081634,0.005959183673469389,3.25,3.25,0.0
577.5510204081634,0.0061428571428571435,3.25,3.25,0.0
577.5510204081634,0.006326530612244898,3.25,3.25,0.0
577.5510204081634,0.006510204081632653,3.25,3.25,0.0
577.5510204081634,0.006693877551020409,3.25,3.25,0.0
577.5510204081634,0.006877551020408164,3.25,3.25,0.0
577.5510204081634,0.007061224489795919,3.25,3.25,0.0
577.5510204081634,0.0072448979591836745,3.25,3.25,0.0
577.5510204081634,0.007428571428571429,3.25,3.25,0.0
577.5510204081634,0.007612244897959184,3.25,3.25,0.0
577.5510204081634,0.007795918367346939,3.25,3.25,0.0
577.5510204081634,0.007979591836734695,3.25,3.25,0.0
577.5510204081634,0.00816326530612245,3.25,3.25,0.0
577.5510204081634,0.008346938775510205,3.25,3.25,0.0
577.5510204081634,0.00853061224489796,3.25,3.25,0.0
577.5510204081634,0.008714285714285716,3.25,3.25,0.0
577.5510204081634,0.00889795918367347,3.25,3.25,0.0
577.5510204081634,0.009081632653061226,3.25,3.25,0.0
577.5510204081634,0.009265306122448979,3.25,3.25,0.0
577.5510204081634,0.009448979591836736,3.25,3.25,0.0
577.5510204081634,0.009632653061224492,3.25,3.25,0.0
577.5510204081634,0.009816326530612245,3.25,3.25,0.0
